stop_id,stop_name,stop_lat,stop_lon,zone
4679,SK HOSBA,6.354897,100.422019,
4680,RTC,6.362306,100.42275,
4681,HOSBA,6.365775,100.423133,
4690,TMN JELUTUNG,6.370317,100.423553,
4691,SIMPANG JENALIK,6.405817,100.427089,
4692,SMK CHANGLOON,6.423117,100.428544,
4693,KLINIK KESIHATAN,6.4257,100.428725,
4694,TERMINAL CHANGLOON,6.431356,100.429078,
4695,TMN SERI MENANTI,6.433747,100.436442,
4696,TMN PENAGA,6.438842,100.448047,
4697,KG TOK KASSIM,6.448706,100.453256,
4698,TMN UNIVERSITI,6.443944,100.478111,
4699,SEK BANDAR BARU SINTOK,6.445772,100.483433,
4700,EDC UUM,6.448764,100.502767,
4701,PEJABAT SADA,6.124692,100.372086,
4702,HOTEL PUTRA REGENCY,6.443869,100.203289,
4703,MASJID REPOH ARAU,6.446558,100.214953,
4704,TMN SERI PILIHAN,6.44645,100.217211,
4705,TMN REPOH INDAH/TMN MIDIN INDAH,6.4455,100.225344,
4706,KG KUBANG GAJAH,6.446364,100.252314,
4707,GUAR SANJI,6.417181,100.276336,
4708,TMN JELEMPOK JAYA,6.411431,100.280672,
4709,HUTAN KANDIS,6.406897,100.286428,
4710,KG JELOMPOK,6.402183,100.292319,
4711,SK KUBANG GAJAH,6.446208,100.250311,
4712,MEDAN PEKAN ARAU,6.424011,100.273244,
4713,SEMPADAN PERLIS-KEDAH,6.402483,100.291967,
4714,TMN BAHAGIA 2,6.394933,100.301028,
4715,SK KODIANG,6.392,100.307633,
4716,KODIANG LAMA,6.386969,100.314328,
4717,KG KANDIS,6.377536,100.320361,
4718,CALTEX,6.372008,100.324978,
4719,KOTA SIPUTEH,6.368031,100.328289,
4720,PADANG SERA,6.361689,100.333581,
4721,BHP PADANG SERA,6.358894,100.336856,
4722,WAT BOONYARAM,6.357369,100.3386,
4723,DEWAN PADANG SERA,6.355517,100.340678,
4724,MADRASAH NADRAH HASANAH,6.351453,100.344706,
4725,MELELE,6.347428,100.348492,
4726,KG PUTAT / KG POCHAN,6.344603,100.351222,
4727,MASJID AL-ISLAH,6.342817,100.353933,
4728,BATU 20 PERLIS,6.336917,100.360058,
4729,SM SAINS KUBANG PASU,6.334094,100.362375,
4730,CALTEX KG IMAM / MASJID KG IMAM,6.329128,100.366356,
4731,BATU 18 PERLIS,6.326203,100.366853,
4732,KILANG PADI JASMINE,6.319269,100.365606,
4733,PADANG PERAHU,6.316606,100.365122,
4734,MASJID PADANG PERAHU,6.312719,100.364403,
4735,SK PADANG PERAHU,6.311003,100.364208,
4736,KG HUTAN SETALI (1),6.308447,100.363964,
4737,KG HUTAN SETALI (2),6.304511,100.363642,
4738,MADA,6.302811,100.364092,
4739,JKR BATU 17,6.301369,100.364514,
4740,KLINIK KESIHATAN TUNJANG,6.297944,100.365536,
4741,KG LUBUK,6.292461,100.368258,
4742,KLINIK TUNJANG,6.289606,100.371394,
4743,PEKAN TUNJANG (1),6.287483,100.375231,
4744,PEKAN TUNJANG (2),6.286653,100.376722,
4745,SK TUNJANG,6.286014,100.377889,
4746,PEJABAT PENGHULU BKT TUNJANG,6.284386,100.3832,
4747,TMN SERI NYIOR,6.284206,100.386275,
4748,SIMPANG TIGA BEMBAN,6.284022,100.387833,
4749,SMK PULAU NYIOR,6.280583,100.393631,
4750,BATU 14,6.278539,100.397264,
