shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
R1705030,2.6745853,101.9455129,19
R1705030,2.6780274,101.9444315,20
R1705030,2.6799452,101.9434275,21
R1705030,2.6810647,101.9428288,22
R1705030,2.6809774,101.9403066,23
R1705030,2.6774950,101.9365489,24
R1705030,2.6732866,101.9353170,25
R1705030,2.6729040,101.9328324,26
R1705030,2.6744083,101.9283275,27
R1705030,2.6699358,101.9224513,28
R1705030,2.6558634,101.9239043,29
R1705030,2.6490677,101.9237653,30
R1705030,2.6523728,101.9406098,31
R1705030,2.6480802,101.9454981,32
R1705030,2.6444063,101.9483646,33
R1705030,2.6432581,101.9493126,34
R1705030,2.6325153,101.9529259,35
R1705030,2.6311366,101.9523599,36
R1705030,2.6267552,101.9500027,37
R1705030,2.6216933,101.9470921,38
R1705030,2.6185869,101.9468916,39
R1705030,2.6129553,101.9509925,40
R1705030,2.6005599,101.9626866,41
R1705030,2.5972588,101.9635171,42
R1705030,2.5935181,101.9646960,43
R1705030,2.5925218,101.9642137,44
R1705030,2.5905025,101.9638129,45
R1705030,2.5852600,101.9620943,46
R1705030,2.5833951,101.9614613,47
R1705030,2.5808801,101.9585312,48
R1705030,2.5805088,101.9537524,49
R1705030,2.5790080,101.9522255,50
R1705030,2.5756425,101.9439451,51
R1705030,2.5767351,101.9402922,52
R1705030,2.5785304,101.9328212,53
R1705030,2.5759335,101.9302575,54
R1705030,2.5744629,101.9268441,55
R1705030,2.5762430,101.9127574,56
R1705030,2.5771684,101.9104964,57
R1705030,2.5801969,101.9033012,58
R1705030,2.5806352,101.8927002,59
R1705030,2.5863746,101.8705881,60
R1705030,2.5871523,101.8645972,61
R1705030,2.5876684,101.8601925,62
R1705030,2.5848876,101.8554223,63
R1705030,2.5816748,101.8475694,64
R1705030,2.5800028,101.8446565,65
R1705030,2.5771659,101.8392578,66
R1705030,2.5769857,101.8371195,67
R1705030,2.5769393,101.8353730,68
R1705030,2.5730198,101.8325145,69
R1705030,2.5708669,101.8307084,70
R1705030,2.5675145,101.8279432,71
R1705030,2.5656694,101.8216367,72
R1705030,2.5655382,101.8201256,73
R1705030,2.5640794,101.8161285,74
R1705030,2.5605603,101.8126899,75
R1705030,2.5585935,101.8096536,76
R1705030,2.5557200,101.8070704,77
R1705030,2.5525718,101.8061416,78
R1705030,2.5500220,101.8051189,79
R1705030,2.5479932,101.8038976,80
R1705030,2.5441239,101.8015051,81
R1705030,2.5418142,101.7990428,82
R1705030,2.5399688,101.7981744,83
R1705030,2.5385102,101.7972779,84
R1705030,2.5348473,101.7951751,85
R1705030,2.5281644,101.7922354,86
R1705030,2.5254580,101.7925948,87
R1705030,2.5241491,101.7941821,88
R1705030,2.5239413,101.7963392,89
R1705031,2.5239413,101.7963392,1
R1705031,2.5224648,101.7962560,2
R1705031,2.5220227,101.7955130,3
R1705031,2.5241491,101.7941821,4
R1705031,2.5254580,101.7925948,5
R1705031,2.5281644,101.7922354,6
R1705031,2.5346865,101.7950141,7
R1705031,2.5385102,101.7972779,8
R1705031,2.5399688,101.7981744,9
R1705031,2.5418142,101.7990428,10
R1705031,2.5442311,101.8007487,11
R1705031,2.5483094,101.8040049,12
R1705031,2.5500220,101.8051189,13
R1705031,2.5525718,101.8061416,14
R1705031,2.5557200,101.8070704,15
R1705031,2.5584917,101.8092245,16
R1705031,2.5604156,101.8122178,17
R1705031,2.5640794,101.8161285,18
R1705031,2.5655382,101.8201256,19
R1705031,2.5656694,101.8216367,20
R1705031,2.5675145,101.8279432,21
R1705031,2.5708669,101.8307084,22
R1705031,2.5730198,101.8325145,23
R1705031,2.5769393,101.8353730,24
R1705031,2.5771679,101.8371195,25
R1705031,2.5771659,101.8392578,26
R1705031,2.5795473,101.8446565,27
R1705031,2.5817284,101.8473655,28
R1705031,2.5848876,101.8554223,29
R1705031,2.5876684,101.8601925,30
R1705031,2.5871523,101.8645972,31
R1705031,2.5863157,101.8695045,32
R1705031,2.5806352,101.8927002,33
R1705031,2.5801969,101.9033012,34
R1705031,2.5771684,101.9104964,35
R1705031,2.5762430,101.9127574,36
R1705031,2.5744629,101.9268441,37
R1705031,2.5759335,101.9302575,38
R1705031,2.5785304,101.9328212,39
R1705031,2.5768571,101.9405669,40
R1705031,2.5756425,101.9439451,41
R1705031,2.5790080,101.9522255,42
R1705031,2.5805088,101.9537524,43
R1705031,2.5808801,101.9585312,44
R1705031,2.5830950,101.9613701,45
R1705031,2.5852600,101.9620943,46
R1705031,2.5905025,101.9638129,47
R1705031,2.5921156,101.9642909,48
R1705031,2.5935181,101.9646960,49
R1705031,2.5972588,101.9635171,50
R1705031,2.6008866,101.9626254,51
R1705031,2.6129553,101.9509925,52
R1705031,2.6185869,101.9468915,53
R1705031,2.6216933,101.9470921,54
R1705031,2.6267552,101.9500027,55
R1705031,2.6311366,101.9523599,56
R1705031,2.6325153,101.9529259,57
R1705031,2.6419458,101.9504052,58
R1705031,2.6444063,101.9483646,59
R1705031,2.6480802,101.9454981,60
R1705031,2.6523728,101.9406098,61
R1705031,2.6490677,101.9237653,62
