shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHP_30401_1,1.608289,110.2244,5

SHP_30401_1,1.596683,110.225919,6

SHP_30401_1,1.593342,110.226394,7

SHP_30401_1,1.585019,110.2264,8

SHP_30401_1,1.582867,110.233111,9

SHP_30401_1,1.581917,110.236714,10

SHP_30401_1,1.580039,110.243447,11

SHP_30401_1,1.576753,110.255958,12

SHP_30401_1,1.573531,110.268847,13

SHP_30401_1,1.572908,110.271108,14

SHP_30401_1,1.574244,110.282133,15

SHP_30401_1,1.573269,110.298839,16

SHP_30401_1,1.573072,110.301647,17

SHP_30401_1,1.564244,110.321806,18

SHP_30401_1,1.556761,110.323217,19

SHP_30401_1,1.554325,110.332047,20

SHP_30401_1,1.554181,110.335272,21

SHP_30401_1,1.557719,110.342517,22

SHP_30402_1,1.308353,110.293608,1

SHP_30402_1,1.310689,110.293239,2

SHP_30402_1,1.342944,110.307922,3

SHP_30402_1,1.360181,110.319147,4

SHP_30402_1,1.364481,110.321306,5

SHP_30402_1,1.400278,110.324917,6

SHP_30402_1,1.413794,110.325503,7

SHP_30402_1,1.422133,110.325428,8

SHP_30402_1,1.424997,110.326161,9

SHP_30402_1,1.427319,110.326336,10

SHP_30402_1,1.4388564,110.3280234,11

SHP_30402_1,1.461382,110.3301687,12

SHP_30402_1,1.4680972,110.3301021,13

SHP_30402_1,1.470078,110.328278,14

SHP_30402_1,1.476083,110.330283,15

SHP_30402_1,1.482231,110.330986,16

SHP_30402_1,1.491278,110.330506,17

SHP_30402_1,1.494578,110.331142,18

SHP_30402_1,1.502,110.332792,19

SHP_30402_1,1.505953,110.333433,20

SHP_30402_1,1.507883,110.333664,21

SHP_30402_1,1.514878,110.333564,22

SHP_30402_1,1.521283,110.3352,23

SHP_30402_1,1.522656,110.338933,24

SHP_30402_1,1.5267416,110.341313,25

SHP_30402_1,1.5316402,110.3417589,26

SHP_30402_1,1.5343815,110.3412533,27

SHP_30402_1,1.540884,110.341255,28

SHP_30402_1,1.542892,110.341134,29

SHP_30402_1,1.549569,110.341292,30

SHP_30402_1,1.552194,110.341953,31

SHP_30402_1,1.557719,110.342517,32

SHP_30403_1,1.508964,110.2669,1

SHP_30403_1,1.506528,110.266778,2

SHP_30403_1,1.509078,110.281469,3

SHP_30403_1,1.508561,110.287192,4

SHP_30403_1,1.508014,110.2957,5

SHP_30403_1,1.510231,110.3027,6

SHP_30403_1,1.514281,110.307775,7

SHP_30403_1,1.514808,110.311672,8

SHP_30403_1,1.515272,110.318133,9

